Unique Id,indicator_id,geo_type_id,measurement_type_id,internal_id,subtopic_id,name,Measure,geo_type_name,description,geo_entity_id,geo_entity_name,year_description,data_value,message,
13453,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2000,23699,,
13454,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2000,53662,,
13455,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2000,54793,,
13456,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2000,35002,,
13457,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),301,Washington Heights,2000,68317,,
13458,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2000,36720,,
13459,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),303,East Harlem,2000,14486,,
13460,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),304,Upper West Side,2000,84654,,
13461,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),305,Upper East Side,2000,58193,,
13462,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2000,45000,,
13463,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2000,34635,,
13464,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2000,34430,,
13465,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2000,55814,,
13466,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2000,5247,,
13467,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2000,58458,,
13468,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),402,West Queens,2000,74155,,
13469,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2000,36207,,
13470,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2000,13796,,
13471,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2000,62502,,
13472,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2000,15623,,
13473,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2000,51328,,
13474,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),408,Jamaica,2000,43523,,
13475,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2000,32928,,
13476,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),410,Rockaways,2000,13301,,
13477,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),501,Port Richmond,2000,10854,,
13478,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2000,16102,,
13479,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),503,Willowbrook,2000,4689,,
13480,26,3,2,16,4,Pre-1950 Homes,Number,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2000,10456,,
13969,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2000,38,,
13970,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2000,34.6,,
13971,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2000,55.1,,
13972,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2000,46.7,,
13973,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2000,43.8,,
13974,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2000,43.1,,
13975,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2000,33.7,,
13976,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),201,Greenpoint,2000,69.6,,
13977,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2000,77,,
13978,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2000,55.2,,
13979,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),204,East New York,2000,43.3,,
13980,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),205,Sunset Park,2000,71.9,,
13981,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),206,Borough Park,2000,67.4,,
13982,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2000,62.9,,
13983,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2000,32.6,,
13984,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2000,66.1,,
13985,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2000,47.4,,
13986,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2000,51.6,,
13987,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),301,Washington Heights,2000,70.6,,
13988,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2000,51.6,,
13989,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),303,East Harlem,2000,35.3,,
13990,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),304,Upper West Side,2000,67.1,,
13991,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),305,Upper East Side,2000,42.7,,
13992,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2000,56.3,,
13993,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2000,40.5,,
13994,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2000,72.7,,
13995,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2000,59,,
13996,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2000,32.6,,
13997,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2000,64.7,,
13998,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),402,West Queens,2000,47.3,,
13999,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2000,37.3,,
14000,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2000,39,,
14001,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2000,60.5,,
14002,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2000,43.2,,
14003,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2000,56.4,,
14004,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),408,Jamaica,2000,44.6,,
14005,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2000,48.5,,
14006,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),410,Rockaways,2000,31.9,,
14007,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),501,Port Richmond,2000,48.5,,
14008,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2000,36.2,,
14009,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),503,Willowbrook,2000,15,,
14010,27,3,5,16,4,Pre-1950 Homes,Percent,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2000,15.9,,
155703,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2011,16.2,,
155704,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2011,12.4,,
155705,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2011,20.8,,
155706,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2011,12.8,,
155707,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2011,20.1,,
155708,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2011,22.1,,
155709,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2011,16.4,,
155710,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),201,Greenpoint,2011,11.7,,
155711,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2011,19.6,,
155712,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2011,18.2,,
155713,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),204,East New York,2011,12.8,,
155714,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),205,Sunset Park,2011,16.4,,
155715,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),206,Borough Park,2011,14.8,,
155716,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2011,21.8,,
155717,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2011,10.8,,
155718,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2011,11.4,,
155719,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2011,9.6,,
155720,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2011,14.2,,
155721,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),301,Washington Heights,2011,23.8,,
155722,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2011,21.4,,
155723,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),303,East Harlem,2011,22.5,,
155724,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),304,Upper West Side,2011,14.2,,
155725,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),305,Upper East Side,2011,9.7,,
155726,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2011,9.5,,
155727,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2011,10.9,,
155728,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2011,11.4,,
155729,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2011,16.7,,
155730,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2011,12,,
155731,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2011,17.4,,
155732,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),402,West Queens,2011,11,,
155733,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2011,5.4,,
155734,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2011,4.3,,
155735,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2011,11.5,,
155736,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2011,11.6,,
155737,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2011,6.5,,
155738,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),408,Jamaica,2011,8.4,,
155739,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2011,10.8,,
155740,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),410,Rockaways,2011,2.1,,
155741,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),501,Port Richmond,2011,3.6,,
155742,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2011,3.2,,
155743,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),503,Willowbrook,2011,2.8,,
155744,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2011,0.4,,
72157,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2000,929,,
72147,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2000,2122,,
72127,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2000,7818,,
72136,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2000,5026,,
72129,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2000,7316,,
72130,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2000,6774,,
72137,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2000,4551,,
72138,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),201,Greenpoint,2000,3621,,
72145,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2000,2509,,
72126,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2000,8379,,
72135,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),204,East New York,2000,5057,,
72142,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),205,Sunset Park,2000,2694,,
72128,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),206,Borough Park,2000,6411,,
72133,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2000,5631,,
72152,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2000,1846,,
72150,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2000,1792,,
72139,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2000,3677,,
72131,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2000,6586,,
72132,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),301,Washington Heights,2000,5602,,
72140,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2000,3567,,
72144,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),303,East Harlem,2000,2668,,
72158,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),304,Upper West Side,2000,802,,
72166,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),305,Upper East Side,2000,391,,
72163,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2000,390,,
72167,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2000,192,,
72165,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2000,228,,
72151,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2000,1786,,
72164,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2000,241,,
72143,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2000,2899,,
72134,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),402,West Queens,2000,5421,,
72153,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2000,1707,,
72162,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2000,256,,
72149,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2000,1847,,
72159,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2000,671,,
72146,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2000,2404,,
72141,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),408,Jamaica,2000,3007,,
72155,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2000,986,,
72148,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),410,Rockaways,2000,1792,,
72156,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),501,Port Richmond,2000,870,,
72154,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2000,1419,,
72161,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),503,Willowbrook,2000,272,,
72160,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2000,489,,
72180,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2000,21.5,,
72181,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2000,21.3,,
72182,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2000,42,,
72183,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2000,29.6,,
72184,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2000,48.5,,
72185,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2000,49.9,,
72186,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2000,54.8,,
72187,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),201,Greenpoint,2000,48.1,,
72188,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2000,24.8,,
72189,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2000,41.5,,
72190,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),204,East New York,2000,42.8,,
72191,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),205,Sunset Park,2000,36,,
72192,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),206,Borough Park,2000,33,,
72193,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2000,28.6,,
72194,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2000,17.1,,
72195,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2000,19.5,,
72196,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2000,28.7,,
72197,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2000,47.6,,
72198,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),301,Washington Heights,2000,36.4,,
72199,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2000,43.6,,
72200,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),303,East Harlem,2000,45.6,,
72201,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),304,Upper West Side,2000,9.3,,
72202,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),305,Upper East Side,2000,4.7,,
72203,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2000,14.9,,
72204,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2000,5.5,,
72205,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2000,9.8,,
